match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,accurateOppositionHalfPasses,dispossessed,shotOffTarget,blockedScoringAttempt,interceptionWon,hitWoodwork,keyPass,bigChanceCreated,bigChanceMissed
14147362,home,24312,FK Jezero,1391888,Šaban Kolić,saban-kolic,G,1,False,15.0,11.0,3.0,0.0,0.0,11.0,13.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,90.0,16.0,7.0,5.0,0.0,0.0,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,73.33333333333333,0.0,,,0.0,,,,,,,,,
14147362,home,24312,FK Jezero,1000154,Abdel Osmanović,abdel-osmanovic,D,2,False,31.0,18.0,3.0,0.0,0.0,11.0,19.0,12.0,1.0,0.0,1.0,0.0,12.0,5.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,,,90.0,54.0,6.8,20.0,0.07,0.0,"{'original': 6.8, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,1,16,5,11,58.06451612903226,0.0,0.0,66.66666666666666,,7.0,1.0,1.0,1.0,3.0,,,,
14147362,home,24312,FK Jezero,1035787,Nikola Jovićević,nikola-jovicevic,D,6,False,36.0,24.0,8.0,3.0,0.0,16.0,20.0,13.0,0.0,0.0,2.0,3.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,8.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,90.0,53.0,7.4,14.0,0.0,0.0,"{'original': 7.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,5,6,2,4,66.66666666666666,37.5,,,,6.0,,,,2.0,,,,
14147362,home,24312,FK Jezero,1182552,Nemanja Jovičić,nemanja-jovicic,D,27,False,42.0,32.0,14.0,6.0,0.0,27.0,31.0,11.0,0.0,0.0,0.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,10.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,,,,,,,90.0,52.0,6.8,15.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,6,3,0,3,76.19047619047619,42.857142857142854,,,,5.0,,,,1.0,,,,
14147362,home,24312,FK Jezero,812745,Ilija Tučević,ilija-tucevic,D,17,False,10.0,5.0,2.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,27.0,14.0,6.5,8.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,1,2,50.0,0.0,,,,2.0,,,,,,,,
14147362,home,24312,FK Jezero,1149284,Nenad Krivokapić,nenad-krivokapic,M,11,False,14.0,10.0,3.0,2.0,0.0,,1.0,12.0,0.0,0.0,1.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,,,65.0,26.0,6.7,8.0,0.08,0.0,"{'original': 6.7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,1,12,5,7,71.42857142857143,66.66666666666666,,,,10.0,,1.0,,,,,,
14147362,home,24312,FK Jezero,797928,Aldin Adžović,aldin-adzovic,M,5,False,44.0,35.0,6.0,4.0,0.0,17.0,19.0,24.0,1.0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,90.0,60.0,8.0,13.0,0.38,0.02,"{'original': 8, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,1,11,1,10,79.54545454545455,66.66666666666666,0.0,,,17.0,,1.0,1.0,3.0,1.0,1.0,,
14147362,home,464804,FK Jezero,1218103,Hiroki Harada,hiroki-harada,M,10,False,32.0,28.0,0.0,0.0,0.0,12.0,13.0,18.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,,,,,,,90.0,46.0,7.1,8.0,0.0,0.01,"{'original': 7.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,1,8,1,7,87.5,,,,,15.0,,,,3.0,,2.0,,
14147362,home,24312,FK Jezero,1408188,Petar Bogdanović,petar-bogdanovic,M,7,False,23.0,16.0,2.0,1.0,0.0,5.0,6.0,16.0,4.0,0.0,0.0,0.0,7.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,90.0,35.0,7.8,7.0,0.01,0.05,"{'original': 7.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,0,11,4,7,69.56521739130434,50.0,0.0,100.0,,10.0,,,,2.0,,2.0,,
14147362,home,24312,FK Jezero,128765,Milivoje Raičević,milivoje-raicevic,F,45,False,25.0,18.0,3.0,2.0,1.0,5.0,5.0,19.0,0.0,0.0,4.0,2.0,10.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,,,90.0,39.0,6.7,14.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,6,9,3,6,72.0,66.66666666666666,,0.0,,13.0,1.0,,,,,,,
14147362,home,24312,FK Jezero,905970,Đorđe Maksimović,djordje-maksimovic,F,44,False,21.0,18.0,2.0,1.0,0.0,5.0,6.0,15.0,0.0,0.0,4.0,1.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,85.0,29.0,6.6,4.0,0.06,0.0,"{'original': 6.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,5,7,1,6,85.71428571428571,50.0,,0.0,,13.0,2.0,1.0,,,1.0,,,
14147362,home,24312,FK Jezero,1648555,Meldin Kojić,meldin-kojic,D,3,True,22.0,14.0,3.0,2.0,0.0,7.0,9.0,11.0,0.0,0.0,1.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,63.0,29.0,6.7,16.0,0.01,0.0,"{'original': 6.7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,1,7,2,5,63.63636363636363,66.66666666666666,,,,7.0,,1.0,,1.0,,,,
14147362,home,24312,FK Jezero,1063202,Mario Gjolaj,mario-gjolaj,M,14,True,1.0,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,25.0,1.0,6.4,0.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,100.0,,,,,1.0,,,,,,,,
14147362,home,24312,FK Jezero,196634,Ognjen Rolović,ognjen-rolovic,F,19,True,3.0,3.0,1.0,1.0,1.0,,,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,5.0,8.0,6.9,0.0,0.9,0.32,"{'original': 6.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,1,3,100.0,100.0,,,,3.0,,1.0,,,1.0,1.0,1.0,1.0
14147362,home,24312,FK Jezero,1035777,Igor Asanović,igor-asanovic,G,50,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,
14147362,home,24312,FK Jezero,1185148,Matija Bojović,matija-bojovic,D,29,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,
14147362,home,24312,FK Jezero,357692,Balša Boričić,balsa-boricic,M,80,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,
14147362,home,6225,FK Jezero,1391890,Uroš Bulatović,uros-bulatovic,M,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,
14147362,home,24312,FK Jezero,1191336,Senid Vućetović,senid-vucetovic,F,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,
14147362,home,24312,FK Jezero,1035785,Edis Redžepagić,edis-redzepagic,F,9,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,
14147362,away,37956,FK Arsenal Tivat,800147,Bojan Zogović,bojan-zogovic,G,1,False,12.0,9.0,4.0,1.0,0.0,8.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,90.0,14.0,6.0,6.0,0.0,0.0,"{'original': 6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,75.0,25.0,,,0.0,,,,,1.0,,,,
14147362,away,37956,FK Arsenal Tivat,363780,Staniša Mandić,stanisa-mandic,D,77,False,30.0,18.0,1.0,0.0,0.0,2.0,4.0,24.0,7.0,4.0,2.0,4.0,8.0,9.0,0.0,5.0,4.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,,,,,,,90.0,45.0,7.0,18.0,0.13,0.03,"{'original': 7, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,6,11,5,6,60.0,0.0,57.14285714285714,80.0,,15.0,,1.0,1.0,,,1.0,,
14147362,away,37956,FK Arsenal Tivat,984070,Marko Živanović,marko-zivanovic,D,26,False,43.0,28.0,14.0,4.0,0.0,11.0,14.0,28.0,0.0,0.0,2.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,90.0,57.0,6.5,16.0,0.05,0.0,"{'original': 6.5, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,6,6,2,4,65.11627906976744,28.57142857142857,,,,16.0,,1.0,,,,,,
14147362,away,37956,FK Arsenal Tivat,58157,Jovan Nikolić,jovan-nikolic,D,4,False,69.0,54.0,20.0,12.0,0.0,22.0,27.0,37.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,90.0,90.0,7.1,14.0,0.0,0.0,"{'original': 7.1, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,2,3,1,2,78.26086956521739,60.0,,,,28.0,,,1.0,4.0,,,,
14147362,away,37956,FK Arsenal Tivat,889057,Mitar Ćuković,mitar-cukovic,D,2,False,51.0,37.0,2.0,0.0,0.0,22.0,29.0,21.0,5.0,1.0,0.0,0.0,8.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,86.0,61.0,6.4,17.0,0.04,0.0,"{'original': 6.4, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,0,10,2,8,72.54901960784314,0.0,20.0,100.0,,14.0,,1.0,,1.0,,,,
14147362,away,37956,FK Arsenal Tivat,1163504,David Sim,david-sim,D,17,False,16.0,13.0,1.0,0.0,0.0,6.0,7.0,9.0,2.0,1.0,1.0,0.0,11.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,46.0,23.0,6.3,4.0,0.0,0.0,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,1,12,2,10,81.25,0.0,50.0,0.0,,7.0,,,,1.0,,1.0,,
14147362,away,37956,FK Arsenal Tivat,1947605,Petar Ražnatović,petar-raznatovic,M,10,False,11.0,9.0,1.0,1.0,0.0,4.0,4.0,7.0,2.0,0.0,1.0,3.0,10.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,79.0,23.0,7.3,5.0,0.0,0.0,"{'original': 7.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,4,11,2,9,81.81818181818183,100.0,0.0,100.0,,5.0,,,,3.0,,,,
14147362,away,37956,FK Arsenal Tivat,184773,Irfan Šahman,irfan-sahman,M,8,False,47.0,42.0,0.0,0.0,0.0,18.0,19.0,25.0,1.0,1.0,0.0,1.0,8.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,90.0,56.0,6.9,6.0,0.0,0.06,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,1,10,2,8,89.36170212765957,,100.0,0.0,,22.0,,,,2.0,,2.0,,
14147362,away,37956,FK Arsenal Tivat,1005627,Aleksa Ćetković,aleksa-cetkovic,M,28,False,44.0,34.0,3.0,2.0,0.0,13.0,13.0,28.0,2.0,0.0,0.0,1.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,90.0,54.0,7.1,13.0,0.0,0.0,"{'original': 7.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,1,7,2,5,77.27272727272727,66.66666666666666,0.0,100.0,,18.0,,,,4.0,,,,
14147362,away,37956,FK Arsenal Tivat,808566,Armin Bošnjak,armin-bosnjak,M,7,False,13.0,6.0,0.0,0.0,0.0,2.0,2.0,11.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,46.0,20.0,6.3,6.0,0.02,0.0,"{'original': 6.3, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,0,9,1,8,46.15384615384615,,0.0,50.0,,4.0,,1.0,,,,,,
14147362,away,6223,FK Arsenal Tivat,881019,Vanja Vučićević,vanja-vucicevic,F,22,False,16.0,14.0,0.0,0.0,0.0,4.0,4.0,12.0,0.0,0.0,4.0,2.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,,,,,,,79.0,27.0,6.9,8.0,0.0,0.04,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,6,10,4,6,87.5,,,,,10.0,,,,,,1.0,,
