match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,duelWon,shotOffTarget,onTargetScoringAttempt,blockedScoringAttempt,totalTackle,wonTackle,wasFouled,shotValueNormalized,aerialLost,aerialWon,duelLost,outfielderBlock,interceptionWon,fouls,bigChanceMissed,totalCross,accurateCross,challengeLost,dispossessed,goals,unsuccessfulTouch,keyPass,totalContest,bigChanceCreated,wonContest,totalOffside,hitWoodwork
14015478,home,282203,FK Železničar Pančevo,267437,Zoran Popović,zoran-popovic,G,1,False,31.0,26.0,13.0,8.0,0.0,24.0,24.0,2.0,7.0,3.0,7.0,1.0,1.0,2.0,2.0,90.0,40.0,7.1,5.0,0.0297,"{'original': 7.1, 'alternative': 7.3}",0,0.13,-0.13,0.2,0.03,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,83.87096774193549,61.53846153846154,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015478,home,282203,FK Železničar Pančevo,1017661,Marko Konatar,marko-konatar,D,3,False,44.0,39.0,3.0,2.0,0.0,19.0,20.0,20.0,24.0,1.0,3.0,,,,,90.0,62.0,7.1,7.0,,"{'original': 7.1, 'alternative': 7.4}",3,0.17,0.28,0.18,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,2,0,88.63636363636364,66.66666666666666,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.52,,,,,,,,,,,,,,,,,,,
14015478,home,282203,FK Železničar Pančevo,1425301,Nikola Zečević,nikola-zecevic,D,4,False,59.0,52.0,8.0,2.0,0.0,45.0,46.0,7.0,13.0,5.0,1.0,,,,,90.0,70.0,7.2,8.0,,"{'original': 7.2, 'alternative': 7.1}",0,0.09,0.02,0.66,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,3,3,1,2,88.13559322033898,25.0,,,,3.0,,,,1.0,,,,1.0,2.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,
14015478,home,282203,FK Železničar Pančevo,1001880,Mirko Milikić,mirko-milikic,D,6,False,78.0,75.0,6.0,6.0,0.0,50.0,51.0,25.0,27.0,6.0,1.0,,,,,90.0,86.0,6.9,3.0,,"{'original': 6.9, 'alternative': 7}",1,0.28,0.15,-0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,0,5,96.15384615384616,100.0,,,,1.0,1.0,,,,,,-0.03,,1.0,5.0,,1.0,5.0,1.0,,,,,,,,,,,,
14015478,home,282203,FK Železničar Pančevo,1466631,Nikola Đuričić,nikola-duricic,D,33,False,78.0,70.0,6.0,3.0,0.0,34.0,35.0,36.0,43.0,4.0,7.0,,,,,90.0,98.0,7.6,14.0,,"{'original': 7.6, 'alternative': 8.1}",1,0.46,0.14,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,1,4,89.74358974358975,50.0,50.0,,,2.0,,1.0,,,,1.0,0.41,,1.0,4.0,,,2.0,,2.0,1.0,1.0,1.0,1.0,3.0,2.0,,,,,
14015478,home,5136,FK Železničar Pančevo,988828,Hristo Ivanov,hristo-ivanov,M,16,False,54.0,46.0,3.0,1.0,0.0,26.0,28.0,20.0,26.0,2.0,3.0,,,,,82.0,68.0,7.3,11.0,,"{'original': 7.3, 'alternative': 7.6}",0,0.15,0.18,0.24,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,3,7,5,2,85.18518518518519,33.33333333333333,,,,8.0,,,,2.0,1.0,3.0,,,3.0,2.0,,1.0,1.0,,,,,,,2.0,2.0,1.0,1.0,,,
14015478,home,282203,FK Železničar Pančevo,1417509,Aleksa Kuljanin,aleksa-kuljanin,M,13,False,16.0,10.0,1.0,,1.0,2.0,3.0,8.0,13.0,,1.0,,,,,74.0,33.0,7.7,14.0,,"{'original': 7.7, 'alternative': 7.4}",2,0.76,0.31,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,0,9,5,4,62.5,,,60.0,,5.0,1.0,1.0,,,,2.0,-0.33,,,4.0,,,,,1.0,,,2.0,,3.0,3.0,5.0,1.0,3.0,,
14015478,home,282203,FK Železničar Pančevo,1146227,Stefan Pirgić,stefan-pirgic,M,18,False,47.0,39.0,3.0,,0.0,21.0,22.0,18.0,25.0,,9.0,,,,,90.0,54.0,7.0,9.0,,"{'original': 7, 'alternative': 6.9}",2,0.17,0.46,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,3,1,82.97872340425532,,,,,4.0,1.0,1.0,,1.0,,2.0,-0.67,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,
14015478,home,2207,FK Železničar Pančevo,1121629,Dario Grgić,dario-grgic,M,10,False,31.0,26.0,7.0,4.0,0.0,8.0,8.0,18.0,23.0,,5.0,,,,,74.0,46.0,6.9,14.0,,"{'original': 6.9, 'alternative': 7.1}",1,0.33,0.11,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,1,3,83.87096774193549,57.14285714285714,16.666666666666664,,,1.0,,1.0,,,,1.0,-0.05,,,3.0,,,2.0,,6.0,1.0,,1.0,,2.0,3.0,,,,,
14015478,home,282203,FK Železničar Pančevo,1013994,Sylvester Jasper,jasper-sylvester,M,27,False,40.0,38.0,1.0,1.0,0.0,16.0,17.0,22.0,23.0,1.0,2.0,,,,,87.0,63.0,8.0,10.0,,"{'original': 8, 'alternative': 8}",3,0.52,0.32,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,3,9,6,3,95.0,100.0,33.33333333333333,66.66666666666666,,8.0,1.0,2.0,,,,2.0,0.09,1.0,2.0,4.0,,,,,3.0,1.0,,1.0,,3.0,2.0,6.0,,4.0,,
14015478,home,282203,FK Železničar Pančevo,1399471,Kwaku Karikari,kwaku-karikari,F,70,False,19.0,16.0,,,0.0,9.0,10.0,7.0,9.0,,2.0,,,,,87.0,32.0,6.6,9.0,,"{'original': 6.6, 'alternative': 6.8}",2,-0.25,0.18,0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,1,1,84.21052631578947,,,,,2.0,,,2.0,,,1.0,-0.24,1.0,1.0,2.0,1.0,,,,,,,,,5.0,,1.0,,,,
14015478,home,282203,FK Železničar Pančevo,1166015,Nikola Jovanović,nikola-jovanovic,F,17,True,3.0,2.0,1.0,,0.0,,,2.0,3.0,1.0,,,,,,16.0,10.0,6.6,4.0,,"{'original': 6.6, 'alternative': 6.7}",0,0.01,0.12,0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,1,1,66.66666666666666,,,,,1.0,,,,1.0,1.0,,,1.0,,2.0,,,,,,,,,,2.0,,1.0,,,,
14015478,home,1892,FK Železničar Pančevo,1885765,Jovan Milosavljević,jovan-milosavljevic,M,22,True,3.0,3.0,,,0.0,,,3.0,3.0,,,,,,,16.0,6.0,6.6,1.0,,"{'original': 6.6, 'alternative': 6.5}",0,0.03,-0.14,0.21,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,1,1,100.0,,,,,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,
14015478,home,282203,FK Železničar Pančevo,1146281,Nemanja Vidojević,nemanja-vidojevic,D,5,True,,,,,0.0,,,,,2.0,,,,,,8.0,2.0,6.4,,,"{'original': 6.4, 'alternative': 6.4}",0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015478,home,195174,FK Železničar Pančevo,869693,Sava Petrov,sava-petrov,F,9,True,2.0,2.0,,,0.0,2.0,2.0,,,2.0,1.0,,,,,3.0,7.0,,2.0,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,0,1,100.0,,,,,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,,1.0,,,,
14015478,home,5403,FK Železničar Pančevo,876873,Stefan Cvetković,stefan-cvetkovic,F,11,True,4.0,3.0,1.0,,0.0,,1.0,3.0,3.0,,,,,,,3.0,6.0,,1.0,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015478,home,282203,FK Železničar Pančevo,905167,Abdul Yusif,abdul-yusif,D,12,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015478,home,282203,FK Železničar Pančevo,1427157,Stefan Mitrovic,stefan-mitrovic,M,80,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015478,home,305165,FK Železničar Pančevo,1001851,Ognjen Lukić,ognjen-lukic,G,25,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015478,home,282203,FK Železničar Pančevo,1007254,Branislav Knežević,branislav-knezevic,M,21,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015478,home,282203,FK Železničar Pančevo,1166001,Janko Jevremović,janko-jevremovic,M,20,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015478,home,282203,FK Železničar Pančevo,111456,Miloš Kosanović,milos-kosanovic,D,15,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015478,away,263360,FK TSC Bačka Topola,805915,Nikola Simić,nikola-simic,G,1,False,36.0,22.0,20.0,8.0,0.0,20.0,23.0,2.0,13.0,1.0,6.0,2.0,6.0,1.0,1.0,90.0,48.0,7.5,14.0,0.5788,"{'original': 7.5, 'alternative': 8.1}",0,0.07,-0.2,-0.08,0.47,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,61.111111111111114,40.0,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015478,away,263360,FK TSC Bačka Topola,879556,Stefan Jovanović,stefan-jovanovic,D,22,False,43.0,32.0,6.0,1.0,0.0,21.0,22.0,11.0,21.0,3.0,4.0,,,,,90.0,57.0,6.3,13.0,,"{'original': 6.3, 'alternative': 6.4}",0,0.34,0.11,-0.22,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,3,5,1,4,74.4186046511628,16.666666666666664,100.0,,,2.0,,,,,,1.0,,2.0,1.0,6.0,,1.0,2.0,,1.0,1.0,2.0,,,2.0,1.0,,,,,
14015478,away,263360,FK TSC Bačka Topola,190665,Luka Capan,luka-capan,D,31,False,46.0,39.0,2.0,1.0,0.0,34.0,38.0,5.0,8.0,2.0,4.0,,,,,90.0,54.0,6.5,8.0,,"{'original': 6.5, 'alternative': 6.6}",0,0.08,0.03,-0.1,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,3,2,1,1,84.78260869565217,50.0,,,,2.0,,,,1.0,1.0,,,2.0,1.0,3.0,,,1.0,,1.0,,,,,,,,,,,
14015478,away,263360,FK TSC Bačka Topola,1102967,Vukašin Krstić,vukasin-krstic,D,4,False,58.0,48.0,8.0,3.0,0.0,37.0,41.0,11.0,17.0,2.0,4.0,,,,,90.0,66.0,7.4,10.0,,"{'original': 7.4, 'alternative': 6.9}",0,0.11,0.08,0.44,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,3,0,82.75862068965517,37.5,,,,3.0,,,,3.0,1.0,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,
14015478,away,263360,FK TSC Bačka Topola,1005774,Bojan Dimoski,bojan-dimoski,D,20,False,16.0,12.0,,,0.0,8.0,10.0,4.0,6.0,1.0,2.0,,,,,45.0,22.0,6.5,4.0,,"{'original': 6.5, 'alternative': 6.7}",0,-0.03,0.01,-0.07,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,2,3,75.0,,,,,2.0,,,,2.0,2.0,,,,,3.0,1.0,,1.0,,,,2.0,,,,1.0,,,,,
14015478,away,263360,FK TSC Bačka Topola,947036,Szabolcs Mezei,szabolcs-mezei,M,26,False,16.0,14.0,1.0,,0.0,5.0,6.0,9.0,10.0,1.0,1.0,,,,,45.0,20.0,6.6,3.0,,"{'original': 6.6, 'alternative': 6.6}",0,0.12,-0.2,-0.08,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,1,1,87.5,,,,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,1.0,,,,,,,,,
14015478,away,263360,FK TSC Bačka Topola,220231,Branko Jovičić,branko-jovicic,M,18,False,63.0,53.0,5.0,1.0,0.0,33.0,33.0,20.0,30.0,,7.0,,,,,90.0,70.0,6.4,13.0,,"{'original': 6.4, 'alternative': 6.9}",0,0.24,0.09,-0.08,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,1,2,84.12698412698413,20.0,33.33333333333333,,,1.0,,,,1.0,1.0,,,,,2.0,,2.0,1.0,,3.0,1.0,1.0,,,1.0,2.0,,,,,
