match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,blockedScoringAttempt,keyPass,dispossessed,shotOffTarget,hitWoodwork,savedShotsFromInsideTheBox
14147345,home,6216,OFK Petrovac,188987,Marko Kordić,marko-kordic,G,25,False,35.0,29.0,13.0,7.0,0.0,22.0,24.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,90.0,37.0,6.5,6.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,82.85714285714286,53.84615384615385,,,0.0,,,,,,
14147345,home,36019,OFK Petrovac,1214474,Nikola Vuković,nikola-vukovic,D,11,False,43.0,29.0,9.0,4.0,0.0,17.0,20.0,10.0,18.0,2.0,1.0,2.0,0.0,8.0,3.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,82.0,52.0,6.7,11.0,0.04,0.0,"{'original': 6.7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,2,9,3,6,67.44186046511628,44.44444444444444,50.0,50.0,,,,,,,
14147345,home,6216,OFK Petrovac,1484679,Marko Franeta,marko-franeta,D,13,False,59.0,55.0,2.0,1.0,0.0,37.0,37.0,15.0,18.0,0.0,0.0,1.0,3.0,7.0,7.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,90.0,81.0,7.3,5.0,0.09,0.0,"{'original': 7.3, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,4,10,4,6,93.22033898305084,50.0,,0.0,,1.0,,,,,
14147345,home,6216,OFK Petrovac,986362,Marko Merdović,merdovic-marko,D,44,False,68.0,53.0,19.0,9.0,0.0,40.0,46.0,13.0,21.0,4.0,2.0,1.0,1.0,7.0,7.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,,17.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,,,,,,90.0,85.0,7.0,13.0,0.0,0.0,"{'original': 7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,2,12,6,6,77.94117647058823,47.368421052631575,50.0,100.0,,1.0,,,,,
14147345,home,6216,OFK Petrovac,57339,Dejan Boljević,dejan-boljevic,D,33,False,32.0,20.0,2.0,1.0,0.0,9.0,12.0,11.0,20.0,2.0,1.0,4.0,1.0,13.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,82.0,41.0,6.4,13.0,0.0,0.06,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,5,11,2,9,62.5,50.0,50.0,33.33333333333333,,,1.0,,,,
14147345,home,6216,OFK Petrovac,889063,Stefan Fićović,stefan-ficovic,M,18,False,34.0,29.0,2.0,0.0,0.0,21.0,22.0,6.0,9.0,0.0,0.0,1.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,72.0,38.0,6.7,8.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,4,3,2,1,85.29411764705883,0.0,,,,,,,,,
14147345,home,6216,OFK Petrovac,959010,Zaim Divanović,zaim-divanovic,M,23,False,56.0,51.0,2.0,2.0,0.0,28.0,28.0,22.0,27.0,0.0,0.0,2.0,2.0,15.0,10.0,1.0,7.0,2.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,,,,,,90.0,90.0,7.0,15.0,0.01,0.04,"{'original': 7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",25,4,21,8,13,91.07142857142857,100.0,,28.57142857142857,,,2.0,1.0,1.0,1.0,
14147345,home,6216,OFK Petrovac,800100,Nikola Zvrko,nikola-zvrko,M,7,False,15.0,13.0,1.0,0.0,0.0,6.0,6.0,7.0,9.0,1.0,1.0,0.0,0.0,3.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,72.0,25.0,7.1,3.0,0.16,0.01,"{'original': 7.1, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,0,7,4,3,86.66666666666667,0.0,100.0,100.0,,,1.0,,2.0,,
14147345,home,6216,OFK Petrovac,1030468,Žarko Popović,zarko-popovic,M,4,False,31.0,25.0,7.0,5.0,0.0,9.0,9.0,15.0,21.0,0.0,0.0,1.0,2.0,14.0,9.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,,8.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,,,,,,90.0,53.0,7.3,11.0,0.09,0.03,"{'original': 7.3, 'alternative': None}",4.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",23,3,20,7,13,80.64516129032258,71.42857142857143,,100.0,,,1.0,1.0,4.0,,
14147345,home,6216,OFK Petrovac,1046042,Savo Arambašić,savo-arambasic,M,17,False,22.0,15.0,1.0,0.0,0.0,6.0,9.0,9.0,13.0,1.0,0.0,1.0,5.0,7.0,14.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,,,87.0,42.0,7.5,10.0,0.36,0.05,"{'original': 7.5, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",21,6,15,9,6,68.18181818181817,0.0,0.0,100.0,,,2.0,,1.0,,
14147345,home,6216,OFK Petrovac,791606,Adnan Bašić,adnan-basic,F,10,False,11.0,8.0,0.0,0.0,0.0,4.0,5.0,4.0,6.0,0.0,0.0,3.0,0.0,7.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,,,,,,90.0,24.0,7.1,5.0,0.26,0.11,"{'original': 7.1, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,3,8,4,4,72.72727272727273,,,,,,1.0,,1.0,,
14147345,home,829702,OFK Petrovac,886236,Alija Krnić,alija-krnic,M,47,True,9.0,6.0,0.0,0.0,0.0,1.0,1.0,5.0,8.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,18.0,11.0,6.5,2.0,0.0,0.15,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,0,3,66.66666666666666,,0.0,,,,1.0,,,,
14147345,home,241802,OFK Petrovac,1008672,Dragan Stoisavljević,dragan-stoisavljevic,M,19,True,5.0,4.0,0.0,0.0,0.0,,,3.0,4.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,18.0,10.0,6.8,6.0,0.14,0.0,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,3,2,0,2,80.0,,,0.0,,,,,,,
14147345,home,5143,OFK Petrovac,1000577,Andrej Pupović,andrej-pupovic,D,30,True,8.0,5.0,2.0,1.0,0.0,1.0,2.0,4.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,8.0,11.0,7.1,4.0,0.0,0.19,"{'original': 7.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,62.5,50.0,50.0,100.0,,,2.0,,,,
