match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,keyPass,dispossessed,bigChanceMissed,shotOffTarget,blockedScoringAttempt,hitWoodwork,savedShotsFromInsideTheBox
14147334,home,36019,FK Bokelj Kotor,1405738,Benjamin Krijestarac,benjamin-krijestarac,G,1,False,21.0,15.0,11.0,5.0,0.0,10.0,13.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,90.0,25.0,6.1,3.0,0.0,0.0,"{'original': 6.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,71.42857142857143,45.45454545454545,,,,,,,,,,
14147334,home,7581,FK Bokelj Kotor,314142,Stefan Vico,stefan-vico,D,22,False,20.0,17.0,1.0,0.0,0.0,6.0,7.0,8.0,9.0,1.0,0.0,1.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,90.0,27.0,7.0,7.0,0.0,0.0,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,3,5,3,2,85.0,0.0,0.0,,,,,,,,,
14147334,home,241802,FK Bokelj Kotor,1650228,Stefan  Mrsulja,stefan-mrsulja,D,17,False,19.0,15.0,6.0,5.0,0.0,10.0,10.0,4.0,8.0,0.0,0.0,4.0,1.0,8.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,90.0,26.0,6.6,5.0,0.2,0.0,"{'original': 6.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,5,6,2,4,78.94736842105263,83.33333333333334,,,,,,,,,,
14147334,home,7581,FK Bokelj Kotor,1103876,Drago Bumbar,drago-bumbar,D,15,False,37.0,30.0,4.0,1.0,0.0,21.0,23.0,7.0,11.0,0.0,0.0,2.0,2.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,90.0,46.0,7.0,8.0,0.0,0.01,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,4,8,4,4,81.08108108108108,25.0,,,,1.0,,,,,,
14147334,home,7581,FK Bokelj Kotor,909420,Marko Čavor,marko-cavor,D,29,False,23.0,14.0,6.0,3.0,0.0,7.0,8.0,6.0,13.0,4.0,1.0,0.0,1.0,10.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,4.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,72.0,32.0,6.1,8.0,0.0,0.01,"{'original': 6.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,1,12,2,10,60.86956521739131,50.0,25.0,0.0,,1.0,1.0,,,,,
14147334,home,7581,FK Bokelj Kotor,1063210,Fatih Muković,fatih-mukovic,M,8,False,32.0,23.0,5.0,2.0,0.0,12.0,13.0,7.0,14.0,1.0,0.0,1.0,2.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,,,,,,90.0,42.0,6.4,14.0,0.69,0.0,"{'original': 6.4, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,3,11,3,8,71.875,40.0,0.0,,,,1.0,1.0,1.0,2.0,,
14147334,home,7581,FK Bokelj Kotor,1381377,Kristijan Radunović,kristijan-radunovic,M,14,False,33.0,27.0,2.0,0.0,0.0,17.0,18.0,8.0,13.0,0.0,0.0,1.0,0.0,7.0,5.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,72.0,46.0,6.9,10.0,0.35,0.08,"{'original': 6.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,1,11,5,6,81.81818181818183,0.0,,,,2.0,,1.0,,,,
14147334,home,7581,FK Bokelj Kotor,813112,Luka Maraš,luka-maras,M,11,False,19.0,12.0,2.0,1.0,0.0,4.0,8.0,7.0,10.0,4.0,0.0,2.0,0.0,12.0,8.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,,,,,,84.0,38.0,7.0,8.0,0.02,0.35,"{'original': 7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",20,2,18,8,10,63.1578947368421,50.0,0.0,100.0,,1.0,1.0,,,,,
14147334,home,7581,FK Bokelj Kotor,138949,Igor Poček,igor-pocek,M,10,False,31.0,19.0,7.0,7.0,0.0,6.0,8.0,13.0,23.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,,,,,,90.0,55.0,7.7,12.0,0.16,0.0,"{'original': 7.7, 'alternative': None}",4.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,0,8,4,4,61.29032258064516,100.0,33.33333333333333,75.0,,,1.0,,2.0,,1.0,
14147334,home,7581,FK Bokelj Kotor,1486746,Alhassan Baba Musah,alhassan-baba-musah,M,19,False,21.0,9.0,2.0,1.0,0.0,2.0,7.0,6.0,12.0,6.0,1.0,1.0,1.0,7.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,80.0,30.0,6.2,11.0,0.0,0.0,"{'original': 6.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,2,8,2,6,42.857142857142854,50.0,16.666666666666664,50.0,,,3.0,,,,,
