match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,blockedScoringAttempt,keyPass,interceptionWon,shotOffTarget,dispossessed,penaltyWon
14147387,home,6216,OFK Petrovac,959868,Vladan Kordić,vladan-kordic,F,98,False,11.0,6.0,1.0,0.0,0.0,2.0,2.0,3.0,8.0,0.0,0.0,6.0,3.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,,,66.0,19.0,6.7,15.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,9,4,1,3,54.54545454545454,0.0,,,,,,,,,
14147387,home,6216,OFK Petrovac,791606,Adnan Bašić,adnan-basic,M,10,True,6.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,34.0,8.0,6.6,3.0,0.0,0.07,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,1,1,66.66666666666666,,,,,,1.0,,,,
14147387,home,37956,OFK Petrovac,1130148,Neđeljko Kovinić,nedeljko-kovinic,F,9,True,6.0,2.0,0.0,0.0,0.0,,1.0,2.0,5.0,1.0,0.0,1.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,24.0,12.0,6.8,4.0,0.16,0.0,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,3,3,1,2,33.33333333333333,,0.0,100.0,,,,,1.0,,
14147387,home,36019,OFK Petrovac,1214474,Nikola Vuković,nikola-vukovic,M,11,True,3.0,2.0,0.0,0.0,0.0,,,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,5.0,3.0,6.6,2.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,66.66666666666666,,,,,,,,,,
14147387,home,6216,OFK Petrovac,355010,Suad Ličina,suad-licina,G,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147387,home,6216,OFK Petrovac,800100,Nikola Zvrko,nikola-zvrko,M,7,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147387,home,6216,OFK Petrovac,1218114,Strahinja Tešović,strahinja-tesovic,M,32,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147387,home,829702,OFK Petrovac,886236,Alija Krnić,alija-krnic,M,47,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147387,home,241802,OFK Petrovac,1606688,Nikola Balević,nikola-balevic,M,24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147387,away,7581,FK Bokelj Kotor,927881,Stefan Spasojević,stefan-spasojevic,G,88,False,29.0,18.0,16.0,7.0,0.0,13.0,18.0,5.0,10.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,90.0,36.0,7.5,10.0,0.0,0.0,"{'original': 7.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,2,0,0,0,62.06896551724138,43.75,,,0.0,,,2.0,,,
14147387,away,7581,FK Bokelj Kotor,1606668,Zarija Mugoša,zarija-mugosa,D,16,False,19.0,14.0,3.0,1.0,0.0,8.0,10.0,6.0,9.0,1.0,0.0,2.0,2.0,14.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,90.0,29.0,6.8,7.0,0.02,0.0,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,4,14,2,12,73.68421052631578,33.33333333333333,0.0,100.0,,,,,,1.0,
14147387,away,7581,FK Bokelj Kotor,1103876,Drago Bumbar,drago-bumbar,D,15,False,28.0,18.0,9.0,3.0,0.0,9.0,13.0,6.0,12.0,0.0,0.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,,,,,,,90.0,31.0,6.8,17.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,2,5,3,2,64.28571428571429,33.33333333333333,,,,,,2.0,,,
14147387,away,7581,FK Bokelj Kotor,94246,Igor Ćuković,igor-cukovic,D,26,False,33.0,27.0,6.0,4.0,0.0,21.0,22.0,4.0,7.0,0.0,0.0,1.0,4.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,3.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,90.0,39.0,7.9,10.0,0.0,0.0,"{'original': 7.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,5,5,0,5,81.81818181818183,66.66666666666666,,,,,,3.0,,,
14147387,away,7581,FK Bokelj Kotor,314142,Stefan Vico,stefan-vico,D,22,False,21.0,9.0,9.0,2.0,0.0,8.0,15.0,1.0,6.0,0.0,0.0,4.0,1.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,90.0,29.0,6.4,21.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,5,8,0,8,42.857142857142854,22.22222222222222,,,,,,,,2.0,
14147387,away,7581,FK Bokelj Kotor,1218106,Andrija Krivokapić,andrija-krivokapic,D,23,False,11.0,5.0,1.0,0.0,0.0,3.0,6.0,2.0,5.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,45.0,11.0,6.4,4.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,1,2,45.45454545454545,0.0,,,,,,,,,
14147387,away,7581,FK Bokelj Kotor,813112,Luka Maraš,luka-maras,M,11,False,14.0,7.0,4.0,1.0,0.0,4.0,4.0,3.0,9.0,2.0,0.0,1.0,1.0,15.0,8.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,,,,,,,90.0,30.0,6.6,8.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",23,2,21,7,14,50.0,25.0,0.0,66.66666666666666,,,,,,1.0,
14147387,away,7581,FK Bokelj Kotor,1063210,Fatih Muković,fatih-mukovic,M,8,False,22.0,15.0,4.0,2.0,0.0,7.0,11.0,8.0,10.0,0.0,0.0,0.0,1.0,8.0,7.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,,,,,,,90.0,35.0,6.8,9.0,0.0,0.03,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,1,14,6,8,68.18181818181817,50.0,,0.0,,,1.0,,,,
14147387,away,7581,FK Bokelj Kotor,909420,Marko Čavor,marko-cavor,M,29,False,19.0,6.0,2.0,0.0,0.0,6.0,11.0,,7.0,1.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,60.0,30.0,6.4,12.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,0,10,2,8,31.57894736842105,0.0,0.0,100.0,,,,,,,
14147387,away,7581,FK Bokelj Kotor,227396,Šaleta Kordić,saleta-kordic,F,9,False,8.0,5.0,2.0,0.0,0.0,1.0,1.0,4.0,7.0,0.0,0.0,4.0,1.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,,,,,,,45.0,17.0,6.3,9.0,0.0,0.0,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,5,9,3,6,62.5,0.0,,,,,,,,2.0,
14147387,away,7581,FK Bokelj Kotor,1185131,Stefan Golubović,stefan-golubovic,F,21,False,13.0,9.0,0.0,0.0,0.0,3.0,3.0,5.0,9.0,0.0,0.0,5.0,5.0,11.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,88.0,22.0,6.8,14.0,0.08,0.0,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,10,7,1,6,69.23076923076923,,,,,,,1.0,,2.0,
14147387,away,7581,FK Bokelj Kotor,1486746,Alhassan Baba Musah,alhassan-baba-musah,M,19,True,5.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,0.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,45.0,11.0,6.7,5.0,0.0,0.02,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,3,4,1,3,60.0,,100.0,100.0,,,1.0,,,,
14147387,away,7581,FK Bokelj Kotor,138949,Igor Poček,igor-pocek,M,10,True,12.0,7.0,0.0,0.0,0.0,2.0,4.0,5.0,8.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,45.0,17.0,6.6,9.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,2,3,1,2,58.333333333333336,,,,,,,,,,
14147387,away,7581,FK Bokelj Kotor,1031066,Vitinho,vitinho,M,77,True,10.0,8.0,0.0,0.0,0.0,4.0,6.0,4.0,4.0,0.0,0.0,0.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,30.0,18.0,6.6,4.0,0.03,0.0,"{'original': 6.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,2,8,0,8,80.0,,,,,,,,1.0,,
14147387,away,7581,FK Bokelj Kotor,1595583,Balša Radević,balsa-radevic,D,27,True,2.0,2.0,1.0,1.0,0.0,2.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.0,2.0,,0.0,0.0,0.0,,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,100.0,100.0,,,,,,,,,
14147387,away,241802,FK Bokelj Kotor,1650228,Stefan  Mrsulja,stefan-mrsulja,M,17,True,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,,,0.0,0.0,0.0,,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,0.0
14147387,away,36019,FK Bokelj Kotor,1405738,Benjamin Krijestarac,benjamin-krijestarac,G,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147387,away,241802,FK Bokelj Kotor,2081152,Andrej Kumburovic,andrej-kumburovic,D,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147387,away,7581,FK Bokelj Kotor,807177,Žarko Vilotijević,zarko-vilotijevic,M,80,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147387,away,228024,FK Bokelj Kotor,1218295,Ayumu Nishimura,ayumu-nishimura,F,99,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
