match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,duelWon,ballRecovery,wasFouled,goodHighClaim,savedShotsFromInsideTheBox,saves,minutesPlayed,touches,rating,possessionLostCtrl,totalBallCarriesDistance,ballCarriesCount,totalProgression,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,aerialLost,duelLost,dispossessed,totalClearance,outfielderBlock,interceptionWon,totalTackle,unsuccessfulTouch,aerialWon,challengeLost,shotOffTarget,wonTackle,fouls,bestBallCarryProgression,totalProgressiveBallCarriesDistance,progressiveBallCarriesCount,shotValueNormalized,totalContest,wonContest,keyPass,accurateCross,onTargetScoringAttempt,blockedScoringAttempt,bigChanceMissed,hitWoodwork,goals,totalKeeperSweeper,accurateKeeperSweeper,bigChanceCreated,totalOffside
14015569,home,282203,FK Železničar Pančevo,1500279,Dusan Jovanović,dusan-jovanovic,F,9,False,5.0,5.0,,,0.0,2.0,2.0,3.0,3.0,5.0,,1.0,,,,66.0,14.0,6.7,2.0,12.937411376027,3.0,3.9810309319833,,"{'original': 6.7, 'alternative': 6.9}",0,0.05,0.02,0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,6,4,2,2,100.0,,100.0,100.0,,1.0,3.0,5.0,,2.0,,,,2.0,3.0,,,,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,
14015569,home,282203,FK Železničar Pančevo,2239937,Simão Pedro,simao-pedro,F,10,True,3.0,1.0,1.0,,0.0,,1.0,1.0,2.0,1.0,,,,,,24.0,10.0,6.8,5.0,23.95966508017,2.0,11.331225475012,,"{'original': 6.8, 'alternative': 7}",0,-0.01,0.03,0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,33.33333333333333,,33.33333333333333,,,3.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,
14015569,home,282203,FK Železničar Pančevo,2216578,Sumaila Wasiu,sumaila-wasiu,F,66,True,1.0,1.0,,,0.0,1.0,1.0,,,2.0,1.0,2.0,,,,24.0,5.0,6.3,2.0,8.7826007890849,2.0,1.3187762227765,,"{'original': 6.3, 'alternative': 6.4}",0,-0.01,0.05,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,3,5,2,3,100.0,,,,,,3.0,6.0,1.0,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,
14015569,home,282203,FK Železničar Pančevo,1166001,Janko Jevremović,janko-jevremovic,M,20,True,,,,,0.0,,,,,,,,,,,3.0,1.0,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
14015569,home,282203,FK Železničar Pančevo,1427157,Stefan Mitrovic,stefan-mitrovic,M,80,True,,,,,0.0,,,,,,,,,,,1.0,1.0,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14015569,home,282203,FK Železničar Pančevo,1017661,Marko Konatar,marko-konatar,D,3,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015569,home,282203,FK Železničar Pančevo,111456,Miloš Kosanović,milos-kosanovic,D,15,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015569,home,305165,FK Železničar Pančevo,1001851,Ognjen Lukić,ognjen-lukic,G,25,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015569,home,282203,FK Železničar Pančevo,905167,Abdul Yusif,abdul-yusif,D,12,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015569,home,282203,FK Železničar Pančevo,1513253,Clement Lhernault,clement-lhernault,M,88,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015569,home,282203,FK Železničar Pančevo,1399471,Kwaku Karikari,kwaku-karikari,F,70,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015569,home,282203,FK Železničar Pančevo,2276490,Abdoul Sawadogo,abdoul-sawadogo,D,16,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015569,away,111127,FK Radnik Surdulica,954755,Stefan Ranđelović,stefan-randjelovic,G,99,False,29.0,19.0,15.0,5.0,0.0,18.0,24.0,1.0,5.0,1.0,7.0,1.0,,1.0,1.0,90.0,38.0,6.6,11.0,47.165092819808,9.0,17.795539005023,0.0511,"{'original': 6.6, 'alternative': 6.3}",0,0.0,-0.04,-0.08,0.06,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,65.51724137931035,33.33333333333333,,,100.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
14015569,away,111127,FK Radnik Surdulica,1147541,Mateja Gašić,mateja-gasic,D,66,False,22.0,15.0,3.0,2.0,0.0,7.0,8.0,8.0,14.0,,2.0,,,,,90.0,44.0,6.5,16.0,59.530696112671,6.0,47.842181149376,,"{'original': 6.5, 'alternative': 6.8}",0,0.07,0.05,-0.18,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,0,4,68.18181818181817,66.66666666666666,30.0,,,10.0,1.0,5.0,1.0,4.0,,1.0,,,,,,,3.0,28.726785711625,31.508879764282,1.0,,,,2.0,3.0,,,,,,,,,
14015569,away,111127,FK Radnik Surdulica,1147568,Sadick Abubakar,sadick-abubakar,D,37,False,35.0,28.0,8.0,2.0,0.0,24.0,25.0,4.0,10.0,5.0,4.0,3.0,,,,90.0,52.0,6.7,7.0,126.31650199188,15.0,42.946049957181,,"{'original': 6.7, 'alternative': 6.8}",0,0.04,0.05,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,4,5,4,1,80.0,25.0,,,,,3.0,4.0,,7.0,,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
14015569,away,111127,FK Radnik Surdulica,1388249,Sandro Trémoulet,sandro-tremoulet,D,18,False,41.0,34.0,7.0,2.0,0.0,28.0,31.0,6.0,10.0,7.0,3.0,2.0,,,,90.0,56.0,6.9,8.0,175.89870128017,14.0,41.214762952835,,"{'original': 6.9, 'alternative': 6.9}",0,0.05,-0.06,-0.09,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,6,3,2,1,82.92682926829268,28.57142857142857,,,,,1.0,2.0,,9.0,,1.0,,,5.0,,,,1.0,29.744575922245,37.54883753194,1.0,,,,,,,,,,,,,,
14015569,away,37125,FK Radnik Surdulica,1427154,Uroš Filipović,uros-filipovic,D,21,False,23.0,18.0,2.0,,0.0,11.0,12.0,7.0,11.0,5.0,4.0,2.0,,,,90.0,43.0,6.3,8.0,51.47076705847,6.0,-11.296415733764,,"{'original': 6.3, 'alternative': 6.7}",0,-0.07,-0.2,-0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,1,8,4,4,78.26086956521739,,,,,,,4.0,1.0,2.0,,,2.0,,1.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,
14015569,away,111127,FK Radnik Surdulica,1165840,Miloš Popović,milos-popovic,M,5,False,16.0,12.0,1.0,,0.0,10.0,11.0,2.0,5.0,1.0,2.0,1.0,,,,82.0,19.0,6.3,4.0,12.605811161938,2.0,-2.9703413913542,,"{'original': 6.3, 'alternative': 6.4}",0,0.08,-0.01,-0.06,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,1,2,75.0,,,,,,1.0,3.0,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,
14015569,away,111127,FK Radnik Surdulica,804662,Aleksandar Pejović,aleksandar-pejovic,M,28,False,44.0,35.0,12.0,5.0,0.0,23.0,23.0,12.0,21.0,2.0,3.0,1.0,,,,76.0,56.0,7.1,12.0,67.00387164695,10.0,29.460644614369,,"{'original': 7.1, 'alternative': 7}",0,0.35,0.05,0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,2,0,79.54545454545455,41.66666666666667,33.33333333333333,,,3.0,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,2.0,1.0,,,,,,,,,
14015569,away,111127,FK Radnik Surdulica,1130262,Đorđe Jovanović,dorde-jovanovic,M,88,False,12.0,8.0,,,0.0,4.0,5.0,4.0,7.0,3.0,1.0,1.0,,,,82.0,24.0,6.5,7.0,49.318802980708,5.0,28.222641647332,,"{'original': 6.5, 'alternative': 7}",2,0.13,0.03,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,3,1,66.66666666666666,,100.0,100.0,,1.0,2.0,3.0,,1.0,,,1.0,1.0,,1.0,2.0,1.0,,14.803577219787,20.975507645824,1.0,-0.41,1.0,1.0,1.0,1.0,,,,,,,,1.0,
14015569,away,111127,FK Radnik Surdulica,901590,Haris Hajdarević,haris-hajdarevic,M,4,False,17.0,11.0,1.0,1.0,0.0,5.0,6.0,6.0,11.0,2.0,5.0,,,,,76.0,32.0,6.2,12.0,112.90386488515,10.0,-2.0765419052446,,"{'original': 6.2, 'alternative': 6.5}",0,0.05,0.1,-0.12,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,2,5,1,4,64.70588235294117,100.0,100.0,,,1.0,1.0,5.0,2.0,1.0,,1.0,1.0,4.0,1.0,,,1.0,2.0,13.859195622851,24.44199140823,1.0,,,,1.0,1.0,,,,,,,,,
14015569,away,111127,FK Radnik Surdulica,356190,Borko Duronjić,borko-duronjic,M,11,False,7.0,6.0,1.0,,0.0,1.0,1.0,5.0,6.0,,,,,,,34.0,11.0,6.5,3.0,55.85915123723,4.0,31.722363038424,,"{'original': 6.5, 'alternative': 6.7}",1,0.01,0.01,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,85.71428571428571,,,,,,,,,,,1.0,,1.0,,,,,,28.90429137207,33.53811302086,1.0,-0.11,,,,,1.0,,,,,,,,
14015569,away,111127,FK Radnik Surdulica,1046939,Ayouba Kosiah,ayouba-kosiah,F,92,False,10.0,10.0,,,0.0,6.0,6.0,4.0,4.0,5.0,2.0,2.0,,,,90.0,23.0,6.6,3.0,34.815043810712,4.0,23.830276034691,,"{'original': 6.6, 'alternative': 6.6}",3,-0.26,0.27,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,5,4,2,2,100.0,,,,,,2.0,4.0,1.0,1.0,,,,1.0,3.0,1.0,2.0,,,18.482486256004,21.796475884876,1.0,-0.54,,,,,1.0,,1.0,,,,,,4.0
14015569,away,111127,FK Radnik Surdulica,1801667,Lazar Stojanović,lazar-stojanovic,F,20,True,11.0,7.0,2.0,2.0,0.0,2.0,4.0,5.0,7.0,4.0,4.0,1.0,,,,56.0,22.0,6.9,8.0,117.08641019235,9.0,35.061061547814,,"{'original': 6.9, 'alternative': 6.7}",0,0.05,0.26,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,0,8,4,4,63.63636363636363,100.0,,33.33333333333333,,1.0,,4.0,,1.0,,1.0,2.0,1.0,,1.0,,1.0,1.0,30.416230833043,51.994831192131,2.0,,3.0,1.0,,,,,,,,,,,
14015569,away,111127,FK Radnik Surdulica,997184,Martin Novaković,martin-novakovic,M,30,True,9.0,8.0,,,0.0,3.0,4.0,5.0,5.0,2.0,,,,,,14.0,13.0,6.8,1.0,23.611178879437,3.0,-6.8295182778359,,"{'original': 6.8, 'alternative': 6.9}",2,0.02,0.01,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,1,0,88.88888888888889,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,-0.19,,,,,,1.0,,,,,,,
14015569,away,111127,FK Radnik Surdulica,1544668,Darije Markočević,darije-markocevic,F,49,True,,,,,0.0,,,,,1.0,,,,,,14.0,3.0,6.5,1.0,,,,,"{'original': 6.5, 'alternative': 6.5}",0,,0.03,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,1,1,,,,100.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
14015569,away,111127,FK Radnik Surdulica,938002,Mlađan Stevanović,mladjan-stevanovic,F,24,True,7.0,7.0,,,0.0,1.0,1.0,6.0,6.0,,,,,,,8.0,8.0,6.4,,53.89534158443,4.0,37.364501430538,,"{'original': 6.4, 'alternative': 6.4}",0,0.01,0.06,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,0,2,100.0,,,,,,,2.0,,,,,,,,1.0,,,1.0,25.223351710334,27.409133532456,1.0,,,,,,,,,,,,,,
14015569,away,111127,FK Radnik Surdulica,2456275,Andrija Milićević,andrija-milicevic,F,44,True,4.0,2.0,,,0.0,1.0,1.0,1.0,3.0,,1.0,,,,,8.0,5.0,6.4,3.0,22.13900485039,3.0,2.9774235131378,,"{'original': 6.4, 'alternative': 6.5}",0,-0.09,0.01,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,50.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
14015569,away,111127,FK Radnik Surdulica,1406169,Uroš Ilić,uros-ilic,D,14,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015569,away,111127,FK Radnik Surdulica,1215907,David Stojanović,david-stojanovic,D,6,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015569,away,111127,FK Radnik Surdulica,1166090,Luka Puzovic,luka-puzovic,M,8,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015569,away,111127,FK Radnik Surdulica,1424357,Lazar Radojičić,lazar-radojicic,G,23,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015569,away,111127,FK Radnik Surdulica,2208696,Emmanuel Quarshie,emmanuel-quarshie,F,47,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015569,away,111127,FK Radnik Surdulica,1000660,Savo Rašković,savo-raskovic,M,80,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
