match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,dispossessed,blockedScoringAttempt,keyPass,bigChanceMissed,clearanceOffLine,shotOffTarget,bigChanceCreated
15280990,home,24312,FK Jezero,1391888,Šaban Kolić,saban-kolic,G,1,False,40.0,34.0,6.0,4.0,0.0,32.0,36.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,90.0,45.0,7.4,4.0,0.0,0.0,"{'original': 7.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,85.0,66.66666666666666,,,,,,,,,,
15280990,home,24312,FK Jezero,1000154,Abdel Osmanović,abdel-osmanovic,D,2,False,28.0,25.0,2.0,1.0,0.0,13.0,14.0,12.0,14.0,2.0,1.0,1.0,1.0,7.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,46.0,32.0,6.2,7.0,0.01,0.02,"{'original': 6.2, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,2,10,4,6,89.28571428571429,50.0,50.0,100.0,,1.0,1.0,1.0,,,,
15280990,home,24312,FK Jezero,1393483,Mihailo Ilić,mihailo-ilic,D,4,False,72.0,60.0,10.0,4.0,0.0,42.0,49.0,14.0,19.0,0.0,0.0,2.0,4.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,90.0,80.0,6.6,15.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,6,9,3,6,83.33333333333334,40.0,,,,,,,,,,
15280990,home,24312,FK Jezero,1182552,Nemanja Jovičić,nemanja-jovicic,D,27,False,67.0,60.0,8.0,2.0,0.0,44.0,45.0,14.0,17.0,1.0,1.0,3.0,4.0,10.0,11.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,4.0,17.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,,,,,,,90.0,88.0,7.2,8.0,0.0,0.0,"{'original': 7.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",21,7,14,7,7,89.55223880597015,25.0,100.0,100.0,,,,,,,,
15280990,home,24312,FK Jezero,812745,Ilija Tučević,ilija-tucevic,D,17,False,48.0,35.0,3.0,2.0,0.0,22.0,23.0,10.0,20.0,5.0,1.0,0.0,0.0,15.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,90.0,67.0,6.4,21.0,0.54,0.47,"{'original': 6.4, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",20,0,20,5,15,72.91666666666666,66.66666666666666,20.0,100.0,,2.0,2.0,1.0,1.0,,,
15280990,home,24312,FK Jezero,797928,Aldin Adžović,aldin-adzovic,M,5,False,40.0,30.0,4.0,1.0,0.0,14.0,17.0,15.0,20.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,46.0,49.0,6.5,9.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,0,5,75.0,25.0,0.0,,,,,,,,,
15280990,home,24312,FK Jezero,1190522,Imran Redžepagić,imran-redzepagic,M,16,False,34.0,27.0,4.0,4.0,0.0,11.0,13.0,16.0,21.0,0.0,0.0,3.0,1.0,11.0,14.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,,14.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,,,,,,,90.0,61.0,7.0,16.0,0.02,0.05,"{'original': 7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",25,4,21,13,8,79.41176470588235,100.0,,33.33333333333333,,2.0,,1.0,,,,
15280990,home,24312,FK Jezero,1149284,Nenad Krivokapić,nenad-krivokapic,M,11,False,25.0,25.0,1.0,1.0,0.0,5.0,5.0,20.0,20.0,0.0,0.0,3.0,1.0,10.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,,,,,,62.0,39.0,6.5,3.0,0.06,0.01,"{'original': 6.5, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,4,12,5,7,100.0,100.0,,33.33333333333333,,,2.0,1.0,,,,
15280990,home,24312,FK Jezero,128765,Milivoje Raičević,milivoje-raicevic,M,45,False,32.0,25.0,2.0,1.0,0.0,10.0,11.0,15.0,21.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,74.0,42.0,6.4,8.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,2,4,78.125,50.0,,50.0,,,,,,,,
15280990,home,24312,FK Jezero,1408188,Petar Bogdanović,petar-bogdanovic,M,7,False,29.0,19.0,3.0,2.0,0.0,6.0,11.0,12.0,16.0,3.0,0.0,1.0,0.0,5.0,10.0,0.0,8.0,8.0,2.0,0.0,1.0,1.0,,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,,,,,,,90.0,55.0,7.7,12.0,0.32,0.1,"{'original': 7.7, 'alternative': None}",4.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,1,14,10,4,65.51724137931035,66.66666666666666,0.0,100.0,,,2.0,1.0,,,,
15280990,home,24312,FK Jezero,196634,Ognjen Rolović,ognjen-rolovic,F,19,False,10.0,7.0,1.0,0.0,0.0,3.0,3.0,4.0,7.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,,,,,,,62.0,19.0,7.0,6.0,0.0,0.08,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,2,3,3,0,70.0,0.0,,100.0,,,,1.0,,,,
15280990,home,24312,FK Jezero,1185148,Matija Bojović,matija-bojovic,D,29,True,20.0,14.0,1.0,1.0,0.0,7.0,11.0,6.0,7.0,1.0,0.0,0.0,1.0,8.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,,,,,,,44.0,25.0,6.8,5.0,0.18,0.0,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,1,9,1,8,70.0,100.0,0.0,,,,,,,,,
15280990,home,6225,FK Jezero,1391890,Uroš Bulatović,uros-bulatovic,M,8,True,48.0,40.0,10.0,6.0,0.0,19.0,19.0,20.0,28.0,3.0,1.0,1.0,0.0,6.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,44.0,59.0,7.0,10.0,0.0,0.0,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,1,7,2,5,83.33333333333334,60.0,33.33333333333333,50.0,,,,,,,,
15280990,home,24312,FK Jezero,1035785,Edis Redžepagić,edis-redzepagic,F,9,True,5.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,0.0,0.0,4.0,1.0,7.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,28.0,12.0,7.2,4.0,0.7,0.18,"{'original': 7.2, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,5,4,1,3,80.0,,,,,,,1.0,,,,
15280990,home,24312,FK Jezero,905970,Đorđe Maksimović,djordje-maksimovic,M,44,True,3.0,2.0,1.0,0.0,0.0,,,2.0,3.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,28.0,4.0,6.4,3.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,3,2,1,1,66.66666666666666,0.0,,,,,,,,,,
15280990,home,24312,FK Jezero,1648555,Meldin Kojić,meldin-kojic,D,3,True,7.0,6.0,0.0,0.0,0.0,5.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,16.0,13.0,6.7,2.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,1,2,85.71428571428571,,,100.0,,,,,,,,
15280990,home,24312,FK Jezero,1035777,Igor Asanović,igor-asanovic,G,50,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
15280990,home,241802,FK Jezero,2055911,Rejhan Redžić,rejhan-redzic,M,21,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
15280990,home,24312,FK Jezero,1191336,Senid Vućetović,senid-vucetovic,F,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
15280990,home,24312,FK Jezero,1035786,Anil Julević,anil-julevic,F,99,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
15280990,away,6226,FK Dečić Tuzi,55668,Miloš Dragojević,milos-dragojevic,G,33,False,19.0,17.0,10.0,8.0,0.0,9.0,10.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,1.0,0.0,90.0,19.0,7.8,2.0,0.0,0.0,"{'original': 7.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,89.47368421052632,80.0,,,0.0,,,,,,,
15280990,away,6226,FK Dečić Tuzi,958574,Jonathan Dresaj,jonathan-dresaj,D,22,False,24.0,14.0,10.0,7.0,0.0,5.0,8.0,9.0,15.0,1.0,0.0,1.0,1.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,77.0,30.0,6.6,15.0,0.01,0.0,"{'original': 6.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,2,9,1,8,58.333333333333336,70.0,0.0,,,,1.0,,,,,
15280990,away,6226,FK Dečić Tuzi,1063206,Leon Ujkaj,leon-ujkaj,D,17,False,31.0,17.0,13.0,4.0,0.0,7.0,13.0,7.0,15.0,0.0,0.0,0.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,90.0,43.0,7.3,14.0,0.0,0.05,"{'original': 7.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,6,3,0,3,54.83870967741935,30.76923076923077,,,,1.0,,1.0,,,,
15280990,away,6226,FK Dečić Tuzi,1108587,Robert Gjelaj,robert-gjelaj,D,23,False,24.0,16.0,6.0,1.0,0.0,8.0,9.0,5.0,12.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,90.0,30.0,7.0,6.0,0.0,0.08,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,0,4,66.66666666666666,16.666666666666664,100.0,,,,,1.0,,,,
