match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,aerialWon,duelWon,totalClearance,ballRecovery,wasFouled,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,totalBallCarriesDistance,ballCarriesCount,totalProgression,bestBallCarryProgression,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,aerialLost,duelLost,interceptionWon,totalTackle,wonTackle,fouls,bigChanceCreated,clearanceOffLine,outfielderBlock,keyPass,dispossessed,unsuccessfulTouch,challengeLost,totalContest,wonContest,blockedScoringAttempt,shotValueNormalized,shotOffTarget,onTargetScoringAttempt,hitWoodwork,goals,bigChanceMissed,totalOffside,punches,errorLeadToAShot,accurateCross
14015551,home,282203,FK Železničar Pančevo,1013994,Sylvester Jasper,jasper-sylvester,F,27,False,22.0,18.0,,,0.0,12.0,13.0,6.0,9.0,,1.0,,2.0,1.0,,,,,,62.0,38.0,6.2,15.0,174.08593054016,19.0,-7.7699999999999,22.785,,"{'original': 6.2, 'alternative': 6.3}",1,-0.13,0.13,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,1,5,81.81818181818183,,,,,4.0,1.0,6.0,,,,1.0,,,,,,3.0,,4.0,,,-0.17,,1.0,,,1.0,,,,
14015551,home,5403,FK Železničar Pančevo,876873,Stefan Cvetković,stefan-cvetkovic,F,11,True,7.0,4.0,,,0.0,2.0,4.0,2.0,3.0,,1.0,,3.0,1.0,,,,,,28.0,8.0,6.6,3.0,29.360722191606,4.0,-4.515,2.415,,"{'original': 6.6, 'alternative': 6.5}",0,-0.12,0.18,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,1,1,57.14285714285714,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,
14015551,home,282203,FK Železničar Pančevo,1166001,Janko Jevremović,janko-jevremovic,M,20,True,4.0,1.0,1.0,,0.0,1.0,3.0,,1.0,1.0,1.0,1.0,,,,,,,,22.0,10.0,6.4,7.0,14.528877521209,2.0,10.185,11.13,,"{'original': 6.4, 'alternative': 6.4}",0,0.0,0.02,0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,0,4,25.0,,,,,,1.0,5.0,,,,2.0,,,,,2.0,2.0,,,,,,,,,,,,,,
14015551,home,1892,FK Železničar Pančevo,1885765,Jovan Milosavljević,jovan-milosavljevic,M,22,True,6.0,3.0,,,0.0,2.0,3.0,1.0,3.0,2.0,4.0,,1.0,,,,,,,21.0,15.0,6.6,8.0,4.7563398743151,1.0,1.575,1.575,,"{'original': 6.6, 'alternative': 6.7}",0,-0.2,0.01,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,3,2,2,0,50.0,,,100.0,,1.0,1.0,1.0,,,,,,,,,,2.0,,2.0,2.0,,,,,,,,,,,
14015551,home,282203,FK Železničar Pančevo,1425301,Nikola Zečević,nikola-zecevic,D,4,True,1.0,,1.0,,0.0,,1.0,,,1.0,1.0,2.0,,,,,,,,1.0,3.0,,1.0,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015551,home,282203,FK Železničar Pančevo,1429959,Uroš Tegeltija,uros-tegeltija,M,19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015551,home,195174,FK Železničar Pančevo,869693,Sava Petrov,sava-petrov,F,9,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015551,home,282203,FK Železničar Pančevo,1427157,Stefan Mitrovic,stefan-mitrovic,M,80,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015551,home,305165,FK Železničar Pančevo,1001851,Ognjen Lukić,ognjen-lukic,G,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015551,home,282203,FK Železničar Pančevo,111456,Miloš Kosanović,milos-kosanovic,D,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015551,home,282203,FK Železničar Pančevo,905167,Abdul Yusif,abdul-yusif,D,12,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015551,home,5136,FK Železničar Pančevo,988828,Hristo Ivanov,hristo-ivanov,M,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015551,away,308176,FK IMT Beograd,1957264,Kadir Gicić,kadir-gicic,G,12,False,21.0,11.0,14.0,5.0,0.0,7.0,10.0,4.0,11.0,,,1.0,8.0,,1.0,,1.0,,,90.0,28.0,6.0,10.0,36.68786347675,5.0,-16.59,-0.42,0.0104,"{'original': 6, 'alternative': 6.4}",0,0.02,-0.02,-0.03,-0.75,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,52.38095238095239,35.714285714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
14015551,away,308176,FK IMT Beograd,966572,Ismael Casas,ismael-casas,D,45,False,36.0,24.0,4.0,,0.0,13.0,20.0,11.0,16.0,2.0,5.0,3.0,6.0,1.0,,,,,,90.0,58.0,6.4,20.0,117.47886123048,12.0,-53.235,5.355,,"{'original': 6.4, 'alternative': 6.9}",0,-0.04,-0.52,-0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,3,5,3,2,66.66666666666666,,,,,2.0,1.0,3.0,1.0,2.0,2.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,
14015551,away,313716,FK IMT Beograd,595042,Antoine Batisse,antoine-batisse,D,4,False,31.0,22.0,6.0,2.0,0.0,19.0,24.0,3.0,7.0,2.0,2.0,9.0,,,,,,,,89.0,42.0,6.2,11.0,64.316570912125,10.0,4.935,9.03,,"{'original': 6.2, 'alternative': 6.4}",0,0.02,0.02,-0.18,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,4,3,0,3,70.96774193548387,33.33333333333333,,,,,2.0,5.0,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
14015551,away,308176,FK IMT Beograd,904998,Moussa Sissako,sissako-moussa,D,5,False,29.0,25.0,7.0,5.0,0.0,18.0,20.0,7.0,9.0,2.0,5.0,5.0,5.0,1.0,,,,,,90.0,43.0,7.1,6.0,88.289882769962,12.0,-27.09,2.73,,"{'original': 7.1, 'alternative': 7.1}",2,0.12,0.35,-0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,3,5,3,2,86.20689655172413,71.42857142857143,,,,1.0,1.0,3.0,,2.0,2.0,2.0,,,1.0,,,1.0,,,,1.0,0.08,,1.0,,,,1.0,,1.0,
14015551,away,308176,FK IMT Beograd,1142784,Marko Luković,marko-lukovic,D,24,False,18.0,11.0,4.0,2.0,0.0,10.0,16.0,1.0,2.0,,2.0,3.0,6.0,,,,,,,61.0,30.0,6.4,8.0,23.29922661052,4.0,-14.28,-3.15,,"{'original': 6.4, 'alternative': 6.5}",0,-0.09,0.13,-0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,0,6,2,4,61.111111111111114,50.0,,,,,,4.0,1.0,2.0,1.0,2.0,,,1.0,,1.0,,2.0,,,,,,,,,,,,,
14015551,away,308176,FK IMT Beograd,314246,Luka Luković,luka-lukovic,M,8,False,32.0,23.0,5.0,1.0,0.0,10.0,13.0,13.0,19.0,,9.0,2.0,7.0,3.0,,,,,,90.0,56.0,7.3,13.0,164.88327913942,21.0,-7.0349999999999,12.705,,"{'original': 7.3, 'alternative': 7.1}",1,0.32,0.09,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,3,15,9,6,71.875,20.0,66.66666666666666,,,3.0,3.0,9.0,,6.0,5.0,1.0,,,,,1.0,1.0,4.0,,,,-0.11,,1.0,,,,,,,2.0
14015551,away,308176,FK IMT Beograd,1957265,Vasilije Novičić,vasilije-novicic,M,22,False,37.0,25.0,6.0,3.0,0.0,13.0,15.0,12.0,22.0,,2.0,,3.0,1.0,,,,,,90.0,52.0,6.8,20.0,56.621443770693,7.0,-20.16,5.04,,"{'original': 6.8, 'alternative': 6.8}",0,0.32,-0.05,-0.08,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,2,1,67.56756756756756,50.0,,,,7.0,1.0,2.0,,1.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,
14015551,away,308176,FK IMT Beograd,1217033,Kenroy Campbell,kenroy-campbell,M,66,False,17.0,12.0,1.0,,0.0,5.0,9.0,7.0,8.0,1.0,12.0,,6.0,5.0,,,,,,90.0,34.0,7.0,10.0,149.74524622152,16.0,-80.535,7.035,,"{'original': 7, 'alternative': 7.4}",0,0.1,0.22,-0.08,,"{'sportSlug': 'football', 'statisticsType': 'player'}",19,4,15,11,4,70.58823529411765,,50.0,100.0,,2.0,3.0,7.0,,5.0,4.0,3.0,1.0,,,2.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,1.0
14015551,away,241802,FK IMT Beograd,797763,Olivier Thill,olivier-thill,M,18,False,19.0,11.0,3.0,2.0,0.0,7.0,11.0,4.0,8.0,1.0,1.0,,2.0,,,,,,,45.0,20.0,6.3,9.0,84.565405168335,12.0,-7.245,8.295,,"{'original': 6.3, 'alternative': 6.3}",0,-0.15,0.28,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,2,3,0,3,57.89473684210527,66.66666666666666,,,,,1.0,4.0,,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,
14015551,away,308176,FK IMT Beograd,1405262,Vicky Kiankaulua,kiankaulua-vicky,M,94,False,11.0,6.0,2.0,1.0,0.0,3.0,4.0,3.0,7.0,1.0,3.0,,1.0,,,,,,,45.0,18.0,6.7,7.0,54.287954087311,5.0,-38.22,1.89,,"{'original': 6.7, 'alternative': 6.8}",1,0.06,0.22,-0.06,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,2,3,2,1,54.54545454545454,50.0,,100.0,,,1.0,2.0,,1.0,1.0,1.0,,,,1.0,,2.0,,1.0,1.0,1.0,-0.09,,,,,,,,,
14015551,away,308176,FK IMT Beograd,1444568,Sankara Karamoko,sankara-karamoko,F,50,False,10.0,6.0,,,0.0,4.0,4.0,2.0,6.0,1.0,1.0,1.0,1.0,,,,,,,68.0,18.0,5.8,8.0,28.561935407066,4.0,-22.365,-2.415,,"{'original': 5.8, 'alternative': 6}",2,-0.03,1.0,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,7,8,0,8,60.0,,,,,,6.0,14.0,,,,6.0,,,,,1.0,2.0,,1.0,,1.0,-0.97,,1.0,,,1.0,,,,
14015551,away,308176,FK IMT Beograd,929727,Vladimir Radočaj,vladimir-radocaj,M,27,True,17.0,8.0,1.0,,0.0,2.0,7.0,6.0,10.0,1.0,2.0,1.0,,1.0,,,,,,45.0,27.0,6.4,14.0,76.101039337066,11.0,-13.965,4.305,,"{'original': 6.4, 'alternative': 6.7}",0,-0.23,0.1,-0.09,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,1,2,47.05882352941176,,,,,3.0,,2.0,,,,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,
14015551,away,1210144,FK IMT Beograd,2319703,Aleksa Mitić,aleksa-mitic,F,21,True,1.0,1.0,,,0.0,,,1.0,1.0,,2.0,,,2.0,,,,,,45.0,6.0,6.4,3.0,18.70630287864,3.0,-4.83,5.145,,"{'original': 6.4, 'alternative': 6.5}",0,-0.04,0.05,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,3,4,2,2,100.0,,,,,,3.0,5.0,,,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,
14015551,away,308176,FK IMT Beograd,2059299,Dušan Zagar,dusan-zagar,M,10,True,5.0,5.0,,,0.0,4.0,4.0,1.0,1.0,,3.0,,2.0,1.0,,,,,,29.0,12.0,6.8,1.0,66.606849643736,4.0,-59.85,-3.78,,"{'original': 6.8, 'alternative': 6.6}",0,0.11,0.03,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,3,0,100.0,,66.66666666666666,,,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0
14015551,away,308176,FK IMT Beograd,1137495,Charly Keita,keita-charly,F,99,True,4.0,1.0,1.0,,0.0,,,1.0,4.0,3.0,3.0,,,,,,,,,22.0,8.0,6.2,5.0,5.0998942145892,1.0,-3.675,-3.675,,"{'original': 6.2, 'alternative': 6.6}",1,0.02,0.12,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,6,3,0,3,25.0,,,,,,3.0,6.0,,,,2.0,,,,1.0,1.0,1.0,,,,1.0,-0.14,,,,,,,,,
14015551,away,308176,FK IMT Beograd,1516067,Miloš Jović,milos-jovic,F,9,True,,,,,0.0,,,,,1.0,2.0,,,1.0,,,,,,1.0,3.0,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,1,1,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
14015551,away,353746,FK IMT Beograd,2334130,Andrej Milanović,andrej-milanovic,D,80,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015551,away,229348,FK IMT Beograd,112020,Bojan Brać,bojan-brac,G,90,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015551,away,308176,FK IMT Beograd,1481264,Nikola Krstić,nikola-krstic,F,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015551,away,308176,FK IMT Beograd,886182,Marko Jevtić,marko-jevtic,M,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015551,away,246604,FK IMT Beograd,1595696,Stefan Baltic,stefan-baltic,F,29,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
